transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs
748,2023-03-01,09:35:00,132,Male,25,Clothing,3,50,24
806,2023-01-22,08:08:00,14,Female,35,Beauty,3,300,165
1136,2023-07-02,08:41:00,93,Male,44,Electronics,2,300,81
1175,2023-06-02,06:38:00,103,Female,31,Electronics,4,25,11.5
1663,2023-12-07,07:04:00,33,Male,23,Clothing,4,300,81
1748,2023-03-02,10:24:00,119,Male,25,Clothing,3,50,15.5
1806,2023-06-14,10:13:00,61,Female,35,Beauty,3,300,102
38,2023-02-25,11:39:00,147,Male,38,Beauty,4,50,26
313,2023-12-16,10:03:00,11,Female,55,Beauty,3,500,140
402,2023-07-12,08:45:00,63,Female,41,Clothing,2,300,135
459,2023-05-23,07:12:00,122,Male,28,Clothing,4,300,75
1038,2023-12-30,09:09:00,11,Male,38,Beauty,4,50,20.5
1313,2023-06-04,09:22:00,10,Female,55,Beauty,3,500,170
1402,2023-06-24,06:47:00,110,Female,41,Clothing,2,300,156
1459,2023-11-10,06:46:00,13,Male,28,Clothing,4,300,144
161,2023-07-01,06:58:00,104,Male,64,Beauty,2,500,195
328,2023-10-29,06:56:00,9,Male,39,Beauty,2,50,27
383,2023-03-24,08:53:00,64,Female,46,Beauty,3,30,7.8
973,2023-09-03,08:44:00,51,Male,60,Clothing,1,50,13
978,2023-07-27,09:58:00,16,Female,53,Clothing,3,50,19
1161,2023-06-29,11:06:00,30,Male,64,Beauty,2,500,160
1328,2023-12-10,07:49:00,60,Male,39,Beauty,2,50,24.5
1383,2023-09-06,09:13:00,68,Female,46,Beauty,3,30,14.1
1973,2023-08-19,10:10:00,22,Male,60,Clothing,1,50,21.5
1978,2023-08-31,11:59:00,41,Female,53,Clothing,3,50,15.5
33,2023-12-24,07:40:00,33,Female,50,Electronics,2,50,21
138,2023-04-27,10:56:00,127,Male,49,Clothing,4,50,26.5
471,2023-03-08,10:21:00,136,Male,32,Clothing,3,50,13
636,2023-05-09,06:15:00,60,Female,21,Beauty,3,500,230
1033,2023-04-12,06:52:00,32,Female,50,Electronics,2,50,19
1138,2023-10-16,11:59:00,27,Male,49,Clothing,4,50,14.5
1471,2023-06-25,10:34:00,30,Male,32,Clothing,3,50,13
1636,2023-07-22,11:26:00,50,Female,21,Beauty,3,500,150
177,2023-03-24,08:40:00,30,Male,45,Beauty,2,50,26.5
426,2023-12-13,08:11:00,137,Male,23,Electronics,3,50,12.5
1177,2023-02-20,09:19:00,89,Male,45,Beauty,2,50,15
1426,2023-12-12,11:32:00,114,Male,23,Electronics,3,50,25
76,2023-09-09,07:33:00,70,Female,22,Electronics,2,50,14.5
91,2023-04-14,06:31:00,152,Female,55,Electronics,1,500,235
461,2023-07-18,10:33:00,21,Female,18,Beauty,2,500,265
764,2023-11-07,08:46:00,47,Female,40,Clothing,1,25,11.25
1076,2023-07-14,11:09:00,99,Female,22,Electronics,2,50,15
1091,2023-07-15,08:46:00,139,Female,55,Electronics,1,500,235
1461,2023-05-01,08:43:00,63,Female,18,Beauty,2,500,180
1764,2023-11-02,11:04:00,13,Female,40,Clothing,1,25,11.75
202,2023-01-25,06:24:00,61,Female,34,Clothing,4,300,120
301,2023-07-30,10:58:00,104,Male,30,Clothing,4,30,9.6
703,2023-07-31,09:56:00,140,Male,34,Electronics,2,50,18.5
1202,2023-11-13,06:56:00,89,Female,34,Clothing,4,300,144
1301,2023-09-24,09:58:00,70,Male,30,Clothing,4,30,10.5
1703,2023-06-10,08:36:00,2,Male,34,Electronics,2,50,17
294,2023-10-09,09:24:00,89,Female,23,Clothing,3,30,15.3
760,2023-06-26,07:59:00,14,Male,27,Beauty,1,500,125
1294,2023-01-24,11:24:00,8,Female,23,Clothing,3,30,10.5
1760,2023-08-23,07:26:00,44,Male,27,Beauty,1,500,230
575,2023-12-12,10:29:00,14,Male,60,Clothing,2,50,23
1575,2023-07-28,11:54:00,26,Male,60,Clothing,2,50,22.5
88,2023-02-16,08:31:00,122,Male,56,Clothing,1,500,185
1088,2023-09-14,07:00:00,6,Male,56,Clothing,1,500,155
975,2023-01-09,07:41:00,145,Female,56,Clothing,4,50,19.5
1975,2023-08-21,10:48:00,63,Female,56,Clothing,4,50,25.5
553,2023-03-20,06:17:00,106,Male,24,Clothing,4,300,81
1553,2023-01-29,08:46:00,42,Male,24,Clothing,4,300,99
462,2023-08-26,10:04:00,71,Male,63,Electronics,4,300,132
614,2023-02-13,06:28:00,61,Female,39,Beauty,4,300,120
808,2023-11-22,07:18:00,30,Male,33,Beauty,4,500,195
1462,2023-11-13,10:42:00,124,Male,63,Electronics,4,300,114
1614,2023-08-23,11:37:00,135,Female,39,Beauty,4,300,105
1808,2023-02-12,10:48:00,109,Male,33,Beauty,4,500,210
166,2023-01-28,11:42:00,32,Male,34,Clothing,4,500,225
465,2023-02-22,11:52:00,40,Female,43,Electronics,3,50,15.5
502,2023-07-22,11:00:00,31,Male,43,Electronics,3,50,22.5
905,2023-10-01,06:27:00,96,Male,58,Beauty,1,300,111
1166,2023-07-19,07:45:00,65,Male,34,Clothing,4,500,245
1465,2023-04-17,09:36:00,131,Female,43,Electronics,3,50,26
1502,2023-04-08,08:30:00,152,Male,43,Electronics,3,50,18
1905,2023-08-29,06:07:00,26,Male,58,Beauty,1,300,102
280,2023-11-17,09:35:00,76,Female,37,Clothing,3,500,240
719,2023-07-02,07:19:00,37,Female,42,Clothing,2,30,12
834,2023-11-26,06:55:00,13,Female,56,Beauty,2,30,14.7
1280,2023-08-24,09:15:00,116,Female,37,Clothing,3,500,255
1719,2023-12-28,07:29:00,4,Female,42,Clothing,2,30,10.8
1834,2023-04-14,06:53:00,102,Female,56,Beauty,2,30,12.9
891,2023-01-09,06:43:00,24,Male,41,Electronics,3,300,99
928,2023-11-05,10:20:00,54,Female,35,Clothing,4,300,90
1891,2023-12-22,06:11:00,81,Male,41,Electronics,3,300,105
1928,2023-07-29,06:39:00,93,Female,35,Clothing,4,300,75
332,2023-04-24,11:28:00,138,Male,58,Electronics,4,300,105
1332,2023-12-04,10:02:00,146,Male,58,Electronics,4,300,123
255,2023-10-15,11:44:00,19,Male,48,Clothing,1,30,14.7
275,2023-03-05,11:34:00,2,Male,43,Clothing,2,500,260
314,2023-10-15,07:37:00,1,Male,52,Clothing,4,30,7.8
517,2023-08-20,08:54:00,3,Female,47,Clothing,4,25,9.25
847,2023-01-10,08:42:00,2,Female,18,Electronics,4,300,162
1255,2023-01-20,07:08:00,4,Male,48,Clothing,1,30,7.8
1275,2023-03-02,08:48:00,5,Male,43,Clothing,2,500,250
1314,2023-05-23,10:26:00,2,Male,52,Clothing,4,30,16.2
1517,2023-02-21,08:46:00,2,Female,47,Clothing,4,25,6.75
1847,2023-07-28,07:14:00,5,Female,18,Electronics,4,300,123
61,2023-07-07,11:47:00,4,Male,21,Beauty,4,50,20
274,2023-04-14,07:12:00,4,Female,23,Clothing,2,500,150
486,2023-12-02,09:47:00,4,Female,35,Electronics,1,25,6.5
548,2023-04-14,07:00:00,4,Female,51,Clothing,2,30,15.6
886,2023-12-11,11:25:00,4,Male,37,Electronics,3,300,165
892,2023-09-13,11:39:00,1,Male,20,Electronics,1,50,24
1061,2023-09-18,07:56:00,3,Male,21,Beauty,4,50,12.5
1274,2023-10-06,09:01:00,2,Female,23,Clothing,2,500,185
1486,2023-11-22,08:58:00,4,Female,35,Electronics,1,25,8.75
1548,2023-01-13,08:15:00,1,Female,51,Clothing,2,30,12.6
1886,2023-07-26,11:51:00,1,Male,37,Electronics,3,300,147
1892,2023-10-01,07:22:00,3,Male,20,Electronics,1,50,23.5
601,2023-06-05,09:23:00,5,Male,19,Clothing,1,30,13.2
901,2023-08-02,06:38:00,2,Male,31,Electronics,1,30,12
1601,2023-09-14,11:48:00,1,Male,19,Clothing,1,30,13.5
1901,2023-11-29,11:05:00,4,Male,31,Electronics,1,30,8.4
527,2023-04-21,11:35:00,1,Male,57,Clothing,2,25,11.5
1527,2023-09-29,08:30:00,1,Male,57,Clothing,2,25,11.75
23,2023-09-28,07:05:00,4,Female,35,Clothing,4,30,14.7
174,2023-11-15,06:07:00,2,Female,39,Beauty,1,300,126
589,2023-07-08,07:11:00,5,Female,36,Beauty,2,500,145
774,2023-11-06,09:04:00,2,Female,40,Clothing,2,25,6.5
1000,2023-04-01,10:22:00,1,Male,47,Electronics,4,30,8.4
1023,2023-05-23,08:40:00,5,Female,35,Clothing,4,30,8.1
1174,2023-05-17,06:55:00,2,Female,39,Beauty,1,300,132
1589,2023-07-01,06:30:00,5,Female,36,Beauty,2,500,145
1774,2023-03-09,06:48:00,2,Female,40,Clothing,2,25,8
2000,2023-03-31,06:38:00,4,Male,47,Electronics,4,30,10.8
210,2023-10-07,08:50:00,2,Male,37,Electronics,4,50,19
478,2023-07-24,11:13:00,3,Female,58,Clothing,2,30,8.1
745,2023-08-14,07:30:00,3,Male,54,Beauty,2,50,17
1210,2023-03-10,10:02:00,5,Male,37,Electronics,4,50,12.5
1478,2023-08-31,09:18:00,1,Female,58,Clothing,2,30,13.5
1745,2023-09-28,10:38:00,4,Male,54,Beauty,2,50,21
354,2023-12-16,07:58:00,5,Female,49,Beauty,4,50,24.5
408,2023-12-22,08:18:00,4,Female,64,Beauty,1,500,140
1354,2023-09-17,09:34:00,5,Female,49,Beauty,4,50,26.5
1408,2023-08-28,08:17:00,2,Female,64,Beauty,1,500,250
674,2023-03-30,11:10:00,2,Female,38,Clothing,1,300,84
1674,2023-11-22,09:21:00,1,Female,38,Clothing,1,300,123
967,2023-08-04,10:13:00,4,Male,62,Beauty,1,25,13.25
1967,2023-02-23,08:28:00,4,Male,62,Beauty,1,25,12.25
79,2023-04-13,10:15:00,1,Male,34,Beauty,1,300,96
406,2023-04-01,11:50:00,3,Female,22,Beauty,4,25,11
450,2023-12-01,06:35:00,2,Female,59,Beauty,2,25,11
562,2023-11-09,09:26:00,3,Male,54,Electronics,2,25,7.25
1079,2023-08-21,06:45:00,1,Male,34,Beauty,1,300,117
1406,2023-06-22,08:45:00,2,Female,22,Beauty,4,25,10
1450,2023-07-16,08:52:00,1,Female,59,Beauty,2,25,10.25
1562,2023-11-26,10:21:00,5,Male,54,Electronics,2,25,12.75
108,2023-01-24,09:38:00,5,Female,27,Beauty,3,25,13.5
111,2023-04-15,09:45:00,5,Female,34,Electronics,3,500,130
207,2023-08-06,08:34:00,3,Female,42,Beauty,2,25,10.25
724,2023-06-14,06:56:00,3,Male,61,Clothing,3,50,20
836,2023-06-21,06:32:00,2,Female,22,Clothing,1,50,27.5
969,2023-11-27,11:47:00,2,Female,40,Clothing,3,300,84
1108,2023-07-08,10:27:00,1,Female,27,Beauty,3,25,10
1111,2023-04-30,21:34:00,2,Female,34,Electronics,3,500,185
1207,2023-06-30,21:48:00,3,Female,42,Beauty,2,25,10
1724,2023-09-15,20:53:00,4,Male,61,Clothing,3,50,17
1836,2023-02-13,17:19:00,3,Female,22,Clothing,1,50,23.5
1969,2023-03-05,19:34:00,4,Female,40,Clothing,3,300,126
246,2023-12-07,20:05:00,4,Female,48,Electronics,2,25,13.25
298,2023-10-05,19:05:00,3,Male,27,Beauty,4,300,84
374,2023-10-27,17:45:00,4,Female,59,Beauty,3,25,7.75
572,2023-12-13,18:33:00,5,Male,31,Clothing,4,500,185
665,2023-10-03,22:49:00,1,Male,57,Clothing,1,50,19
1246,2023-04-26,22:54:00,3,Female,48,Electronics,2,25,11.5
1298,2023-05-02,19:51:00,1,Male,27,Beauty,4,300,120
1374,2023-03-23,22:03:00,3,Female,59,Beauty,3,25,8.25
1572,2023-06-18,22:20:00,1,Male,31,Clothing,4,500,175
1665,2023-11-01,19:38:00,4,Male,57,Clothing,1,50,14
39,2023-07-11,22:44:00,5,Male,23,Clothing,4,30,8.7
893,2023-04-29,18:52:00,1,Male,49,Electronics,1,50,17
1039,2023-12-03,20:01:00,1,Male,23,Clothing,4,30,13.8
1893,2023-02-25,17:04:00,3,Male,49,Electronics,1,50,22.5
17,2023-02-25,21:08:00,3,Female,27,Clothing,4,25,13
316,2023-02-01,17:25:00,3,Female,48,Clothing,2,25,13.75
755,2023-11-27,20:07:00,1,Female,58,Clothing,3,25,6.75
1017,2023-09-05,18:41:00,2,Female,27,Clothing,4,25,12
1316,2023-07-21,17:11:00,1,Female,48,Clothing,2,25,11.75
1755,2023-05-23,21:47:00,2,Female,58,Clothing,3,25,8
28,2023-12-11,22:34:00,3,Female,43,Beauty,1,500,150
98,2023-04-09,19:41:00,1,Female,55,Beauty,2,50,19.5
129,2023-04-17,17:42:00,1,Female,21,Beauty,2,300,75
230,2023-03-26,17:44:00,5,Male,54,Beauty,1,25,12.5
613,2023-05-08,17:23:00,2,Female,52,Clothing,3,30,11.4
691,2023-05-12,21:09:00,5,Female,51,Clothing,3,30,14.7
693,2023-06-08,17:12:00,1,Male,41,Beauty,3,500,270
1028,2023-03-09,18:09:00,1,Female,43,Beauty,1,500,250
1098,2023-07-06,22:34:00,3,Female,55,Beauty,2,50,19.5
1129,2023-09-08,21:46:00,1,Female,21,Beauty,2,300,156
1230,2023-12-04,21:24:00,1,Male,54,Beauty,1,25,13.25
1613,2023-12-14,21:58:00,4,Female,52,Clothing,3,30,9.9
1691,2023-01-07,20:01:00,1,Female,51,Clothing,3,30,13.5
1693,2023-02-20,18:21:00,1,Male,41,Beauty,3,500,130
477,2023-12-03,17:24:00,3,Male,43,Clothing,4,30,16.2
863,2023-11-12,22:40:00,4,Female,30,Electronics,2,25,11.25
1477,2023-01-08,21:59:00,3,Male,43,Clothing,4,30,15.6
1863,2023-05-26,22:33:00,4,Female,30,Electronics,2,25,10
6,2023-11-15,22:16:00,2,Female,45,Beauty,1,30,15
483,2023-02-06,17:25:00,2,Male,55,Clothing,1,30,8.4
738,2023-02-05,18:24:00,5,Male,41,Clothing,2,50,26
1006,2023-10-29,19:23:00,2,Female,45,Beauty,1,30,14.1
1483,2023-03-05,19:53:00,1,Male,55,Clothing,1,30,8.7
1738,2023-11-12,21:33:00,1,Male,41,Clothing,2,50,16
222,2023-01-07,18:56:00,4,Male,51,Clothing,4,30,10.5
588,2023-10-18,17:54:00,5,Male,38,Electronics,2,30,13.8
953,2023-07-02,17:58:00,1,Male,45,Beauty,3,30,12.6
1222,2023-09-17,18:15:00,3,Male,51,Clothing,4,30,11.1
1588,2023-06-25,21:29:00,4,Male,38,Electronics,2,30,13.2
1953,2023-05-15,17:34:00,3,Male,45,Beauty,3,30,10.2
66,2023-06-18,22:49:00,3,Female,45,Electronics,1,30,9
482,2023-08-12,18:57:00,3,Female,28,Clothing,4,300,141
903,2023-07-27,22:14:00,3,Female,51,Beauty,4,50,14
1066,2023-10-06,18:11:00,4,Female,45,Electronics,1,30,8.4
1482,2023-02-10,22:22:00,1,Female,28,Clothing,4,300,114
1903,2023-07-27,21:44:00,5,Female,51,Beauty,4,50,19
102,2023-04-17,21:34:00,5,Female,47,Beauty,2,25,7.25
228,2023-04-03,20:26:00,4,Female,59,Electronics,2,30,10.8
236,2023-04-01,22:18:00,5,Female,54,Clothing,1,25,6.5
1102,2023-08-21,18:04:00,5,Female,47,Beauty,2,25,6.5
1228,2023-06-24,21:37:00,5,Female,59,Electronics,2,30,11.4
1236,2023-08-09,18:19:00,4,Female,54,Clothing,1,25,8.75
660,2023-07-29,18:46:00,2,Female,38,Beauty,2,500,270
884,2023-02-18,20:31:00,1,Female,26,Clothing,2,30,7.5
987,2023-11-08,18:45:00,1,Female,30,Clothing,3,300,165
1660,2023-09-23,20:27:00,2,Female,38,Beauty,2,500,160
1884,2023-07-09,21:45:00,2,Female,26,Clothing,2,30,11.4
1987,2023-05-26,18:18:00,2,Female,30,Clothing,3,300,129
18,2023-09-06,19:13:00,5,Female,47,Electronics,2,25,12.5
69,2023-11-14,22:44:00,1,Female,56,Beauty,3,25,8.5
995,2023-03-04,22:38:00,4,Female,41,Clothing,1,30,9.9
1018,2023-07-06,19:13:00,4,Female,47,Electronics,2,25,13
1069,2023-10-13,19:05:00,2,Female,56,Beauty,3,25,6.75
1995,2023-12-10,22:18:00,5,Female,41,Clothing,1,30,14.7
337,2023-08-22,17:56:00,1,Male,38,Clothing,1,500,275
585,2023-06-06,21:49:00,3,Female,24,Clothing,1,25,13.75
652,2023-10-31,17:05:00,4,Female,34,Beauty,2,50,20.5
1337,2023-07-21,19:56:00,2,Male,38,Clothing,1,500,225
1585,2023-10-05,20:00:00,2,Female,24,Clothing,1,25,7.25
1652,2023-11-16,20:00:00,2,Female,34,Beauty,2,50,20.5
242,2023-10-01,18:28:00,1,Male,21,Clothing,1,25,8
293,2023-05-27,19:04:00,4,Male,50,Electronics,3,30,9.6
460,2023-05-01,23:00:00,2,Male,40,Beauty,1,50,19
1242,2023-11-27,18:32:00,5,Male,21,Clothing,1,25,11.25
1293,2023-07-01,18:52:00,3,Male,50,Electronics,3,30,14.1
1460,2023-01-25,19:42:00,4,Male,40,Beauty,1,50,22
188,2023-08-31,18:50:00,3,Male,40,Clothing,3,25,8.5
357,2023-05-18,18:57:00,4,Female,40,Electronics,3,25,7.5
646,2023-05-26,21:02:00,3,Male,38,Clothing,3,30,13.5
749,2023-07-26,20:33:00,2,Male,42,Beauty,1,30,8.4
974,2023-12-28,18:39:00,3,Male,47,Beauty,1,30,11.7
1188,2023-06-04,22:43:00,2,Male,40,Clothing,3,25,10.75
1357,2023-03-20,19:14:00,3,Female,40,Electronics,3,25,11.5
1646,2023-01-18,19:43:00,1,Male,38,Clothing,3,30,15.6
1749,2023-05-07,19:55:00,2,Male,42,Beauty,1,30,9
1974,2023-02-19,20:20:00,3,Male,47,Beauty,1,30,12.9
190,2023-01-25,17:56:00,2,Female,60,Beauty,3,30,10.5
849,2023-06-25,19:33:00,5,Male,32,Clothing,2,25,12.5
853,2023-05-14,22:29:00,3,Male,21,Beauty,2,500,155
1190,2023-09-29,21:00:00,4,Female,60,Beauty,3,30,10.8
1849,2023-07-21,22:42:00,1,Male,32,Clothing,2,25,12
1853,2023-05-29,18:39:00,2,Male,21,Beauty,2,500,190
252,2023-05-05,17:37:00,1,Male,54,Electronics,1,300,84
606,2023-06-13,20:19:00,2,Male,22,Electronics,1,50,19.5
779,2023-05-15,19:19:00,3,Female,56,Electronics,2,500,155
824,2023-02-25,19:10:00,3,Male,63,Clothing,4,30,9.3
866,2023-07-06,18:16:00,4,Male,24,Electronics,1,50,22.5
1252,2023-12-30,20:18:00,5,Male,54,Electronics,1,300,117
1606,2023-10-19,19:52:00,2,Male,22,Electronics,1,50,26.5
1779,2023-01-02,19:45:00,3,Female,56,Electronics,2,500,190
1824,2023-01-24,20:19:00,4,Male,63,Clothing,4,30,12.6
1866,2023-08-17,22:38:00,5,Male,24,Electronics,1,50,20
5,2023-09-05,22:10:00,3,Male,30,Beauty,2,50,24
90,2023-09-10,17:53:00,3,Female,51,Electronics,1,30,13.5
380,2023-08-30,22:26:00,2,Male,56,Electronics,2,300,102
593,2023-01-18,22:05:00,2,Male,35,Electronics,2,30,13.2
820,2023-02-17,22:49:00,1,Male,49,Electronics,4,50,24
1005,2023-08-12,20:38:00,2,Male,30,Beauty,2,50,17.5
1090,2023-02-18,19:54:00,4,Female,51,Electronics,1,30,7.5
1380,2023-02-09,19:45:00,3,Male,56,Electronics,2,300,159
1593,2023-02-24,22:39:00,5,Male,35,Electronics,2,30,14.4
1820,2023-05-13,21:31:00,1,Male,49,Electronics,4,50,22
120,2023-03-31,19:35:00,4,Male,60,Beauty,1,50,12.5
221,2023-11-27,21:01:00,3,Male,39,Beauty,2,300,111
341,2023-01-20,17:06:00,5,Male,31,Clothing,4,50,18.5
640,2023-12-25,20:05:00,3,Female,51,Electronics,4,30,12.6
744,2023-05-23,18:02:00,1,Male,40,Electronics,1,25,6.5
1120,2023-03-02,19:32:00,4,Male,60,Beauty,1,50,26.5
1221,2023-09-14,22:57:00,5,Male,39,Beauty,2,300,114
1341,2023-01-30,22:10:00,1,Male,31,Clothing,4,50,21
1640,2023-06-10,19:44:00,5,Female,51,Electronics,4,30,14.1
1744,2023-07-07,21:49:00,4,Male,40,Electronics,1,25,8.75
273,2023-09-26,20:24:00,1,Female,22,Beauty,1,50,14.5
283,2023-06-01,20:08:00,3,Female,18,Electronics,1,500,165
452,2023-01-30,22:41:00,4,Female,48,Clothing,3,500,240
469,2023-03-21,19:24:00,4,Male,18,Beauty,3,25,8.75
620,2023-11-06,20:59:00,4,Male,63,Electronics,3,25,7
946,2023-08-08,20:15:00,2,Male,62,Electronics,4,500,235
1273,2023-06-20,20:39:00,1,Female,22,Beauty,1,50,25.5
1283,2023-10-14,20:15:00,1,Female,18,Electronics,1,500,130
1452,2023-08-06,17:41:00,3,Female,48,Clothing,3,500,185
1469,2023-12-08,17:22:00,3,Male,18,Beauty,3,25,12.5
1620,2023-02-03,22:48:00,5,Male,63,Electronics,3,25,7.75
1946,2023-07-27,20:48:00,5,Male,62,Electronics,4,500,165
148,2023-07-03,20:39:00,5,Male,18,Clothing,2,30,9.9
414,2023-05-10,19:40:00,1,Male,48,Beauty,4,25,9.75
883,2023-08-20,20:43:00,5,Male,40,Electronics,1,500,245
1148,2023-08-11,22:04:00,2,Male,18,Clothing,2,30,10.8
1414,2023-11-22,21:28:00,4,Male,48,Beauty,4,25,11.25
1883,2023-09-20,17:54:00,3,Male,40,Electronics,1,500,200
731,2023-09-30,18:49:00,1,Male,54,Clothing,4,500,165
930,2023-01-12,17:54:00,1,Male,54,Clothing,4,50,26
1731,2023-12-19,17:41:00,3,Male,54,Clothing,4,500,195
1930,2023-12-21,19:58:00,5,Male,54,Clothing,4,50,13
518,2023-07-31,17:01:00,2,Female,40,Clothing,1,30,16.2
1518,2023-05-18,20:03:00,3,Female,40,Clothing,1,30,12.6
758,2023-04-23,18:30:00,1,Male,64,Clothing,4,25,6.75
1758,2023-07-22,18:19:00,3,Male,64,Clothing,4,25,7.5
639,2023-08-01,19:47:00,4,Female,62,Beauty,4,50,26.5
838,2023-09-30,21:20:00,1,Male,47,Electronics,2,300,153
1639,2023-12-20,18:13:00,5,Female,62,Beauty,4,50,24
1838,2023-06-28,17:06:00,4,Male,47,Electronics,2,300,102
353,2023-03-18,21:35:00,5,Male,31,Electronics,1,500,270
501,2023-06-28,20:21:00,2,Male,39,Electronics,2,30,9
721,2023-06-23,17:10:00,5,Female,52,Clothing,1,500,145
1353,2023-09-04,21:59:00,3,Male,31,Electronics,1,500,235
1501,2023-01-31,18:00:00,1,Male,39,Electronics,2,30,13.5
1721,2023-01-21,22:42:00,3,Female,52,Clothing,1,500,215
123,2023-08-11,19:00:00,3,Female,40,Electronics,2,30,11.7
164,2023-02-28,18:26:00,3,Female,47,Beauty,3,500,185
425,2023-06-11,18:28:00,2,Female,55,Electronics,4,30,15.6
1123,2023-12-11,21:04:00,1,Female,40,Electronics,2,30,10.8
1164,2023-04-07,20:53:00,1,Female,47,Beauty,3,500,245
1425,2023-12-02,22:15:00,1,Female,55,Electronics,4,30,10.2
48,2023-10-06,17:34:00,2,Male,54,Electronics,3,300,123
118,2023-03-13,20:07:00,3,Female,30,Electronics,4,500,270
203,2023-03-12,21:33:00,4,Male,56,Clothing,2,500,175
305,2023-03-22,22:09:00,4,Female,18,Beauty,1,30,14.4
358,2023-10-12,18:32:00,4,Female,32,Beauty,1,300,132
376,2023-01-29,18:21:00,4,Female,64,Beauty,1,30,12
398,2023-02-23,21:17:00,5,Female,48,Clothing,2,300,114
411,2023-07-25,20:04:00,3,Male,62,Electronics,4,50,24.5
504,2023-03-31,18:07:00,4,Female,38,Beauty,3,50,22
970,2023-05-25,18:13:00,2,Male,59,Electronics,4,500,220
996,2023-07-03,17:38:00,2,Male,62,Clothing,1,50,13.5
1048,2023-07-12,19:14:00,3,Male,54,Electronics,3,300,93
1118,2023-10-13,17:24:00,1,Female,30,Electronics,4,500,170
1203,2023-11-26,18:36:00,2,Male,56,Clothing,2,500,145
1305,2023-04-05,18:24:00,5,Female,18,Beauty,1,30,7.8
1358,2023-05-04,21:40:00,5,Female,32,Beauty,1,300,156
1376,2023-07-15,19:49:00,3,Female,64,Beauty,1,30,9.9
1398,2023-07-19,17:20:00,1,Female,48,Clothing,2,300,120
1411,2023-11-24,20:27:00,1,Male,62,Electronics,4,50,26
1504,2023-01-25,17:01:00,4,Female,38,Beauty,3,50,25.5
1970,2023-05-22,17:44:00,5,Male,59,Electronics,4,500,230
1996,2023-12-07,18:49:00,2,Male,62,Clothing,1,50,25
81,2023-06-07,22:48:00,4,Male,40,Electronics,1,50,14.5
155,2023-07-18,18:05:00,3,Male,31,Electronics,4,500,150
470,2023-12-26,18:58:00,4,Female,57,Clothing,2,500,165
1081,2023-06-27,22:23:00,5,Male,40,Electronics,1,50,17
1155,2023-12-03,18:22:00,3,Male,31,Electronics,4,500,255
1470,2023-06-26,19:47:00,1,Female,57,Clothing,2,500,165
106,2023-05-17,18:58:00,1,Female,46,Clothing,1,50,15
818,2023-05-29,18:56:00,4,Male,30,Electronics,1,500,265
1106,2023-08-12,17:50:00,3,Female,46,Clothing,1,50,14
1818,2023-09-20,17:29:00,4,Male,30,Electronics,1,500,150
94,2023-03-13,22:39:00,5,Female,47,Beauty,2,500,250
811,2023-04-15,18:34:00,2,Male,61,Beauty,2,25,6.75
881,2023-12-21,20:52:00,4,Male,22,Electronics,1,300,99
1094,2023-06-15,20:34:00,1,Female,47,Beauty,2,500,210
1811,2023-12-09,21:58:00,5,Male,61,Beauty,2,25,8.5
1881,2023-07-11,17:23:00,5,Male,22,Electronics,1,300,147
403,2023-04-22,19:31:00,5,Male,32,Clothing,2,300,78
653,2023-11-25,22:53:00,3,Male,54,Clothing,3,25,9.25
694,2023-06-30,17:47:00,3,Female,39,Electronics,2,25,10
1403,2023-03-25,18:20:00,4,Male,32,Clothing,2,300,162
1653,2023-07-23,19:34:00,2,Male,54,Clothing,3,25,12.75
1694,2023-01-10,19:22:00,4,Female,39,Electronics,2,25,9.75
4,2023-08-27,18:12:00,3,Male,37,Clothing,1,500,200
647,2023-03-01,19:53:00,5,Male,59,Clothing,3,500,190
911,2023-07-15,17:29:00,3,Male,42,Electronics,3,300,84
1004,2023-01-11,21:46:00,2,Male,37,Clothing,1,500,230
1647,2023-05-01,20:26:00,5,Male,59,Clothing,3,500,240
1911,2023-12-13,18:33:00,4,Male,42,Electronics,3,300,75
419,2023-03-31,19:18:00,5,Female,44,Clothing,3,30,11.7
642,2023-05-04,21:40:00,1,Female,54,Clothing,4,25,12
843,2023-01-25,22:46:00,3,Male,21,Beauty,3,500,180
895,2023-08-31,21:51:00,3,Female,55,Clothing,4,30,14.4
1419,2023-02-05,18:42:00,3,Female,44,Clothing,3,30,9.3
1642,2023-12-27,18:30:00,4,Female,54,Clothing,4,25,11.5
1843,2023-09-21,18:58:00,1,Male,21,Beauty,3,500,240
1895,2023-03-27,20:59:00,4,Female,55,Clothing,4,30,15.3
31,2023-12-31,17:47:00,3,Male,44,Electronics,4,300,129
37,2023-05-26,22:42:00,2,Female,18,Beauty,3,25,8.75
72,2023-12-06,19:19:00,5,Female,20,Electronics,4,500,195
243,2023-06-24,18:02:00,5,Female,47,Electronics,3,300,156
281,2023-09-18,20:09:00,4,Female,29,Beauty,4,500,275
489,2023-10-31,22:01:00,1,Male,44,Electronics,1,30,14.4
491,2023-12-30,21:11:00,4,Female,60,Electronics,3,300,78
729,2023-08-26,22:29:00,3,Male,29,Clothing,4,300,84
822,2023-02-16,17:39:00,3,Female,52,Beauty,3,50,13.5
1031,2023-11-12,21:15:00,3,Male,44,Electronics,4,300,126
1037,2023-10-17,17:38:00,2,Female,18,Beauty,3,25,11.5
1072,2023-02-24,18:10:00,4,Female,20,Electronics,4,500,180
